url_bank,year,Empty,Communication,Price,Quality,Safety
https://www.banki.ru/services/responses/bank/absolutbank/,2005,0.5531877884567622,0.057134937894118984,0.0,0.03898854505188189,0.0
https://www.banki.ru/services/responses/bank/absolutbank/,2006,0.6450648740672914,0.024195995645660898,0.0,0.07285219238020389,0.0
https://www.banki.ru/services/responses/bank/absolutbank/,2007,0.6488008021190262,0.05605148778462514,0.0,0.044448175374756954,0.0
https://www.banki.ru/services/responses/bank/absolutbank/,2008,0.7515826908075872,0.02583410209161787,0.0,0.07276125160800784,0.0
https://www.banki.ru/services/responses/bank/absolutbank/,2009,0.52301479579127,0.032407102619624845,0.0,0.11457277586873768,0.0
https://www.banki.ru/services/responses/bank/absolutbank/,2010,0.6750564710433536,0.0,0.0,0.0943884802028211,0.0
https://www.banki.ru/services/responses/bank/absolutbank/,2011,0.7478974511193641,0.019413707007514974,0.0,0.08681079880595458,0.0
https://www.banki.ru/services/responses/bank/absolutbank/,2012,0.7032581309276208,0.008029235365038315,0.0,0.10296551587224032,0.0
https://www.banki.ru/services/responses/bank/absolutbank/,2013,0.6530015039863156,0.08604711384306435,0.0,0.07158517369749584,0.0
https://www.banki.ru/services/responses/bank/absolutbank/,2014,0.6832478417374357,0.12164751478798684,0.0,0.047100637812057776,0.0
https://www.banki.ru/services/responses/bank/absolutbank/,2015,0.714737480910276,0.06985526335598213,0.0,0.04482490246089858,0.0
https://www.banki.ru/services/responses/bank/absolutbank/,2016,0.6586867991825122,0.09518991668801824,0.0,0.0841775485704271,0.0
https://www.banki.ru/services/responses/bank/absolutbank/,2017,0.6841599075683417,0.07912672470465043,0.0,0.08889224952311771,0.0
https://www.banki.ru/services/responses/bank/absolutbank/,2018,0.6398250675730254,0.09911714620541795,0.0,0.13111947900676113,0.0
https://www.banki.ru/services/responses/bank/absolutbank/,2019,0.5582672125312803,0.16162668578709957,0.0,0.1857538346865358,0.0
https://www.banki.ru/services/responses/bank/absolutbank/,2020,0.5956969696026101,0.1607250058805906,0.0,0.15006741676708707,0.0
https://www.banki.ru/services/responses/bank/absolutbank/,2021,0.49833966907794575,0.15194417218765097,0.0,0.10327081015884347,0.0
https://www.banki.ru/services/responses/bank/avangard/,2011,0.7169007425846909,0.00649602713685879,0.0,0.11268054535707131,0.0
https://www.banki.ru/services/responses/bank/avangard/,2012,0.6880249905852382,0.07792133899574338,0.0,0.15982986529570886,0.0
https://www.banki.ru/services/responses/bank/avangard/,2013,0.7294214084119364,0.06514357803004034,0.0,0.1395589885249683,0.0
https://www.banki.ru/services/responses/bank/avangard/,2014,0.7337514974214886,0.09717931358240331,0.00023100167090846484,0.09582135584782046,0.0
https://www.banki.ru/services/responses/bank/avangard/,2015,0.7255394260368556,0.0749386099475458,0.0,0.12008129144369124,0.0002678003979420555
https://www.banki.ru/services/responses/bank/avangard/,2016,0.7011561842346592,0.09071337161813182,0.0,0.12433978083508457,0.0
https://www.banki.ru/services/responses/bank/avangard/,2017,0.6884776245247015,0.03504635611380727,0.0,0.18114485612169534,0.0
https://www.banki.ru/services/responses/bank/avangard/,2018,0.6621429254527944,0.05327876148221962,0.0,0.17141285149957886,0.0
https://www.banki.ru/services/responses/bank/avangard/,2019,0.6802770339092362,0.04671135485433723,0.0,0.15271020586681575,0.0
https://www.banki.ru/services/responses/bank/avangard/,2020,0.6315920839976947,0.05621035656819233,0.0,0.14895705103689794,0.0
https://www.banki.ru/services/responses/bank/avangard/,2021,0.4820101557160859,0.07018774301805307,0.0,0.08843442670277024,0.0
https://www.banki.ru/services/responses/bank/talkbank/,2017,0.0,0.0,0.0,0.016781105234011606,0.0
https://www.banki.ru/services/responses/bank/talkbank/,2018,0.559223574734529,0.04099666333649553,0.0,0.1659170181354888,0.0
https://www.banki.ru/services/responses/bank/talkbank/,2019,0.7223133062769614,0.030861132246645214,0.0,0.11278933875448541,0.0
https://www.banki.ru/services/responses/bank/talkbank/,2020,0.748659338463799,0.015471058861782107,0.0,0.05531886345852063,0.0
https://www.banki.ru/services/responses/bank/talkbank/,2021,0.48861667761962213,0.0,0.0,0.10631736814998385,0.0
